k,o_k,d_k,w_k,q_k,e_k,l_k
25,5,2,3,8.39,1071,1260
29,4,2,3,23.07,405,840
43,3,2,5,9.57,543,840
66,4,2,1,19.27,863,1260
73,2,4,1,17.85,918,1260
78,1,4,6,27.5,510,840
107,3,2,3,30.48,744,1080
133,5,1,4,30.09,493,840
154,2,4,9,11.19,576,840
179,4,5,6,6.75,653,1080
202,5,2,5,18.33,497,840
235,2,5,7,8.17,852,1260
253,3,4,4,9.97,891,1260
303,4,1,1,12.18,675,1080
307,4,1,3,21.34,1023,1260
317,4,5,5,23.09,713,1080
343,2,5,8,9.34,949,1260
344,2,1,5,7.7,700,1080
348,5,4,3,12.27,897,1260
353,4,3,3,27.06,530,840
434,5,4,5,18.61,762,1080
436,3,1,6,10.6,859,1260
515,3,5,5,12.85,894,1260
557,1,5,6,32.12,716,1080
572,3,1,2,15.72,964,1260
583,4,2,8,25.03,931,1260
630,5,2,6,15.55,549,840
650,2,1,2,31.44,472,840
667,3,4,7,29.21,408,840
695,2,4,9,25.72,1011,1260
728,2,3,6,6.46,689,1080
733,1,2,5,31.9,387,840
735,4,1,10,25.21,974,1260
747,4,2,3,25.61,960,1260
752,3,1,7,21.39,401,840
760,2,1,5,32.12,1003,1260
794,2,4,4,23.39,718,1080
814,1,4,7,16.17,900,1260
820,3,1,4,28.52,769,1080
874,3,2,7,14.47,676,1080
903,1,5,6,14.08,1068,1260
920,2,5,2,31.02,543,840
941,2,4,8,19.55,542,840
949,5,3,8,10.52,1041,1260
956,2,5,7,26.73,390,840
1008,3,2,8,5.75,987,1260
1015,2,1,3,15.38,682,1080
1055,2,5,6,4.53,776,1080
1067,5,1,8,21.19,917,1260
1070,1,5,5,13.92,1061,1260
1105,4,2,1,26.28,903,1260
1197,3,5,4,30.4,689,1080
1210,2,1,1,9.59,517,840
1234,4,3,9,16.53,1019,1260
1248,3,2,3,17.03,658,1080
1344,4,3,3,23.69,491,840
1362,5,1,8,15.23,1012,1260
1366,3,1,7,17.8,906,1260
1405,4,1,10,8.34,896,1260
1406,1,2,5,30.44,735,1080
1421,5,3,8,21.45,866,1260
1431,5,3,1,6.06,946,1260
1454,2,3,8,10.19,872,1260
1476,5,4,1,27.75,750,1080
1516,2,3,1,24.34,412,840
1535,5,3,3,14.52,597,840
1598,3,4,5,4.13,1015,1260
1621,4,2,3,29.61,653,1080
1644,2,3,9,18.55,716,1080
1677,4,5,1,6.85,386,840
1685,2,3,8,7.95,1001,1260
1700,4,3,3,8.74,1022,1260
1703,1,5,2,20.26,1042,1260
1723,1,3,1,21.66,528,840
1752,2,3,4,6.95,778,1080
1754,4,2,1,30.97,559,840
1763,2,5,2,30.24,880,1260
1834,5,1,3,23.82,633,1080
1855,1,4,8,10.12,1080,1260
1864,3,5,9,8.08,864,1260
1895,5,2,5,13.41,545,840
1920,4,5,4,11.23,510,840
1938,1,5,8,6.99,666,1080
1951,2,5,6,18.62,424,840
1952,1,2,9,27.56,623,1080
1965,2,3,8,17.82,491,840
2052,2,4,4,7,439,840
2096,3,4,3,24.68,656,1080
2097,1,5,3,18.68,596,840
2123,1,4,6,10.03,1020,1260
2127,5,4,3,19.23,677,1080
2139,3,4,3,32.37,476,840
2142,1,5,6,17.83,868,1260
2190,1,4,10,18.12,1053,1260
2242,4,1,10,12.74,665,1080
2248,2,1,1,13.93,471,840
2249,2,5,9,15.54,1052,1260
2256,4,5,8,24.31,417,840
2287,5,4,5,29.61,771,1080
2302,4,2,3,17.79,739,1080
2312,2,5,10,21.47,469,840
2316,4,2,6,9.9,717,1080
2342,4,5,2,16.49,870,1260
2343,5,3,4,16.92,1062,1260
2354,5,4,1,8.69,678,1080
2391,3,5,7,14.92,799,1080
2419,2,5,5,8.6,893,1260
2422,4,3,7,31.42,1020,1260
2434,5,1,7,31.31,898,1260
2437,2,1,3,27.57,889,1260
2454,2,1,5,11.91,510,840
