k,o_k,d_k,w_k,q_k,e_k,l_k
2,18,12,10,4.4,899,1260
4,13,7,4,18.9,840,1260
7,24,19,2,24.7,873,1260
8,2,15,5,25.5,648,1080
9,20,2,3,12,487,840
10,23,8,6,24,789,1080
11,14,24,2,11.1,686,1080
13,21,18,7,22,396,840
14,16,20,6,8.9,416,840
16,3,1,8,15.6,869,1260
17,3,12,6,2.9,732,1080
19,15,18,2,11.8,985,1260
20,16,7,7,3.6,994,1260
24,2,1,8,9.1,1062,1260
25,13,4,3,5.4,1071,1260
26,14,19,1,13.2,560,840
27,4,9,10,17.2,686,1080
29,7,5,3,8.6,405,840
30,14,6,3,22.9,688,1080
32,23,25,7,20.8,449,840
38,16,25,5,6.8,653,1080
41,10,20,3,3.5,550,840
43,19,10,5,10.2,543,840
44,15,25,7,13.8,559,840
45,22,12,2,1.4,1009,1260
47,23,17,8,11.7,769,1080
50,4,9,4,13.7,849,1260
51,9,4,9,14.7,966,1260
53,18,5,6,18.4,988,1260
55,9,7,2,26,584,840
56,19,22,2,21.2,823,1080
58,16,2,9,24.6,493,840
59,7,16,10,5.2,523,840
60,1,10,7,15.3,1022,1260
61,23,22,6,17.4,957,1260
64,17,21,2,22.2,845,1260
66,1,8,1,6.8,863,1260
69,10,7,10,14.5,859,1260
70,19,13,4,15.4,612,1080
71,14,1,1,20.1,904,1260
73,11,13,1,4.7,918,1260
76,21,5,5,20.8,801,1080
77,3,25,2,25.3,378,840
79,4,21,1,5.4,522,840
82,11,14,10,5.4,518,840
83,19,3,4,13.3,799,1080
84,24,18,9,12.4,803,1080
87,9,4,8,18.1,583,840
88,19,25,2,4.4,558,840
89,22,3,9,9.9,919,1260
91,7,5,8,20.1,927,1260
97,24,14,1,19.7,698,1080
98,8,25,10,8.2,417,840
99,22,5,3,1.3,494,840
104,22,12,5,22.3,740,1080
106,12,8,10,21.3,558,840
107,2,21,3,16.7,744,1080
108,7,22,7,22.2,995,1260
110,15,21,7,23.2,835,1080
112,20,9,7,16.2,511,840
118,20,17,1,2.1,426,840
119,13,24,3,14.8,864,1260
122,17,8,8,11,368,840
123,18,8,1,16.6,451,840
124,23,2,8,12.6,685,1080
125,9,3,7,15.7,416,840
128,20,13,6,3,621,1080
129,18,13,3,3,367,840
130,5,13,10,12.4,437,840
134,1,7,5,11.3,1052,1260
135,11,14,6,24.5,909,1260
137,9,20,2,6,1053,1260
139,7,4,1,24.4,1032,1260
141,21,1,6,7.4,808,1080
143,18,25,3,11.5,956,1260
144,10,2,7,25.3,795,1080
146,1,22,6,3.5,1074,1260
147,4,19,7,19.1,392,840
148,4,5,6,22,620,1080
150,14,18,4,16.5,984,1260
156,23,9,3,24.5,733,1080
160,17,13,6,5.8,867,1260
161,11,21,7,24,873,1260
162,3,25,1,8.4,848,1260
163,12,13,3,1.3,557,840
164,24,3,9,24,894,1260
166,17,5,5,11.2,984,1260
167,14,25,6,24.5,750,1080
171,10,25,8,12.8,474,840
173,21,22,8,10.7,533,840
