k,o_k,d_k,w_k,q_k,e_k,l_k
19,11,6,2,11.8,985,1260
20,18,4,7,3.6,994,1260
92,20,12,10,5.2,512,840
142,18,13,10,22.4,474,840
147,11,7,7,19.1,392,840
165,5,20,7,12.6,1018,1260
183,20,14,2,9,465,840
194,7,19,4,18.7,569,840
335,8,4,3,16.3,625,1080
355,8,3,2,13.5,540,840
393,3,7,9,20.1,649,1080
396,6,12,7,2.2,636,1080
432,17,13,9,18.5,998,1260
505,3,7,6,8,995,1260
526,15,17,10,19.9,755,1080
555,16,17,8,3.9,787,1080
612,15,18,4,3.5,1040,1260
738,11,13,9,2,974,1260
905,15,4,10,18.6,556,840
921,8,4,10,16.7,536,840
944,5,17,8,16.5,415,840
1086,4,19,1,20.5,932,1260
1134,20,2,8,21.5,901,1260
1140,3,9,10,19.6,671,1080
1148,16,5,10,16.6,366,840
1199,4,3,10,19.7,385,840
1363,9,1,2,19.8,931,1260
1364,3,11,6,7.5,664,1080
1373,9,7,7,14.1,928,1260
1375,6,4,3,10.6,564,840
1405,15,11,10,16.4,896,1260
1477,3,1,3,17.1,741,1080
1507,17,4,10,24.2,425,840
1535,18,17,3,6.3,597,840
1691,4,6,10,15.9,593,840
1821,7,3,4,14.8,731,1080
1827,9,16,3,11.6,583,840
1906,4,9,4,22.5,660,1080
1908,17,15,1,2.6,632,1080
1951,8,7,6,6,424,840
2060,8,2,7,17.9,604,1080
2170,16,3,10,3.1,1032,1260
2225,15,2,2,14.3,1041,1260
2295,8,16,1,14.2,834,1080
2296,14,9,3,24.3,458,840
2328,5,6,4,5.8,996,1260
2334,6,19,9,4,468,840
2338,17,13,6,7.6,950,1260
2371,9,14,9,22.4,874,1260
2397,13,9,2,16.5,1058,1260
2409,9,5,9,15.8,519,840
2464,18,1,6,23.9,1005,1260
2527,17,7,4,10,806,1080
2551,5,3,5,22.1,812,1080
2581,12,10,10,7.2,1007,1260
2621,17,1,1,11.8,488,840
2624,4,15,9,5.3,489,840
2632,11,20,6,24,471,840
2643,1,2,7,6,492,840
2665,18,14,9,3,768,1080
2679,1,20,3,25.4,459,840
2715,12,10,8,2.5,560,840
2731,11,19,8,18.2,526,840
2767,7,5,10,9.8,934,1260
2773,11,9,9,11.2,896,1260
2801,6,4,8,13.5,741,1080
2815,20,17,8,2.2,605,1080
2883,4,19,10,23.2,549,840
2890,18,15,7,19.7,850,1260
2906,19,11,3,11.8,764,1080
2921,10,9,4,25.1,754,1080
2925,15,4,5,17.5,930,1260
2955,4,14,7,23.1,922,1260
2959,3,16,6,5.8,590,840
3000,18,9,3,20,361,840
3006,10,16,8,2.7,532,840
3014,19,7,5,17.7,833,1080
3036,3,19,9,11.2,926,1260
3063,18,12,10,8.3,600,1080
3079,16,11,8,3.5,598,840
3205,16,20,2,16.2,479,840
3247,17,8,4,17.9,834,1080
3258,4,11,4,13.2,634,1080
3262,5,9,5,16.1,990,1260
3305,6,19,7,14,704,1080
3349,6,1,1,7.9,582,840
3376,7,6,7,23.7,729,1080
3455,14,6,7,8.9,422,840
3470,2,17,5,25,978,1260
3523,14,9,1,2.5,773,1080
3637,7,12,5,24.9,828,1080
3649,7,16,10,12.9,678,1080
3666,16,4,10,16.1,943,1260
3690,16,3,10,4,558,840
3758,16,18,7,3.6,395,840
3759,7,9,4,15.5,742,1080
3775,3,8,4,16.4,596,840
3840,10,4,8,20.2,759,1080
3843,14,9,6,19.7,924,1260
3920,1,8,10,1.8,789,1080
3945,19,9,4,12.9,646,1080
4012,18,3,8,15.8,752,1080
4125,20,14,5,25.5,910,1260
4152,14,19,10,2.5,484,840
4290,5,17,7,13.8,569,840
4343,11,20,3,14.7,743,1080
4398,5,7,5,8.6,737,1080
4407,13,16,10,16.4,446,840
4521,19,15,4,25,657,1080
4611,8,4,10,6.1,772,1080
4644,20,1,1,10.6,1079,1260
4677,13,19,9,20.1,437,840
4714,2,9,6,17,650,1080
4795,12,6,7,11.2,826,1080
4807,8,14,2,19.2,932,1260
4837,10,4,8,4.5,601,1080
4860,17,3,5,6.9,944,1260
4865,20,4,3,2.9,1071,1260
4904,2,4,8,12.1,975,1260
4918,1,14,8,9.2,630,1080
4935,2,5,9,23.5,424,840
4966,15,7,8,13,934,1260
4970,5,3,3,23.5,440,840
5007,3,4,8,16.9,717,1080
5054,10,15,10,2.6,1039,1260
5089,18,10,9,18.7,366,840
5094,11,9,10,20.8,536,840
5142,7,20,7,22.7,915,1260
5239,3,10,4,8.5,783,1080
5284,8,3,5,10.2,606,1080
5286,7,3,6,24.8,699,1080
5328,12,14,1,3.8,1032,1260
5357,6,9,2,2,368,840
5422,5,8,2,12.2,895,1260
5573,10,17,2,24.1,1077,1260
5670,3,1,3,10.4,959,1260
5773,8,15,7,5.4,513,840
5780,7,5,2,23,655,1080
5859,11,18,10,3.2,789,1080
5860,13,15,3,13.1,951,1260
5874,5,16,9,23.3,408,840
5891,2,7,4,10.3,837,1080
5937,2,15,8,23.1,883,1260
5945,9,15,2,13,984,1260
5964,20,7,10,5.4,896,1260
6008,13,4,1,2.9,785,1080
6031,11,20,1,18.3,390,840
6176,16,12,1,13.9,604,1080
6182,9,5,4,24.9,428,840
6206,12,5,5,4.5,912,1260
6217,11,14,10,4.6,1065,1260
6238,6,19,4,10.6,1014,1260
6256,6,3,2,12.5,895,1260
6313,13,8,5,5.2,715,1080
6333,8,11,7,19.8,913,1260
6356,7,12,6,26,814,1080
6398,16,6,6,19.3,554,840
6464,2,5,6,9.3,603,1080
6469,12,2,3,25.4,451,840
6572,20,17,2,22.5,883,1260
6647,20,3,7,16.8,407,840
6759,12,15,5,23.4,781,1080
6772,3,1,9,14.9,583,840
6775,9,2,4,22.8,526,840
6807,15,5,1,16.5,995,1260
6820,10,17,7,9.9,741,1080
6832,4,2,2,14.1,622,1080
6833,4,10,5,23.9,602,1080
6877,2,14,6,20.5,580,840
6969,12,17,8,13,966,1260
7112,13,3,1,23.1,456,840
7264,14,8,9,2.7,660,1080
7270,10,19,4,14.2,921,1260
7294,20,1,4,9.8,862,1260
7302,6,13,7,7.3,805,1080
7310,12,10,4,17,1037,1260
7390,20,4,10,8.6,687,1080
7427,16,8,5,6.2,932,1260
7434,20,9,4,22.7,486,840
7435,18,1,10,16.7,495,840
7488,15,16,9,18.4,486,840
7497,9,6,10,7.5,789,1080
7506,17,13,9,7.6,395,840
7528,4,11,1,1.9,1015,1260
7539,3,1,7,9.1,675,1080
7572,7,2,2,15.7,780,1080
7595,10,6,2,7.7,553,840
7625,10,20,6,14.7,544,840
7633,17,19,8,21.1,413,840
7738,15,17,5,19.7,608,1080
7781,9,15,4,24.7,685,1080
7785,9,14,7,4.4,465,840
7791,20,18,2,25.2,398,840
7799,18,4,1,4.3,531,840
7892,20,16,5,20.6,652,1080
7898,13,14,10,14.4,658,1080
7928,9,13,3,3.6,423,840
7979,8,13,9,16.1,457,840
8048,8,9,7,4.4,800,1080
8114,4,13,7,17.5,1005,1260
8181,13,18,10,17.5,437,840
8203,7,18,6,18.7,446,840
8208,2,14,3,2.6,930,1260
8231,17,13,2,1.3,396,840
8235,6,1,8,3,854,1260
8316,19,9,8,10.4,664,1080
8330,19,17,9,18.8,853,1260
8474,20,2,8,13,780,1080
8476,16,6,7,11.3,943,1260
8482,14,15,4,22.4,738,1080
8512,9,18,6,15.2,764,1080
8539,16,17,7,15.5,1014,1260
8552,3,2,4,21.2,886,1260
8567,9,2,5,22.1,605,1080
8611,12,16,10,1.5,542,840
8694,4,8,8,4.4,396,840
8739,12,15,10,15.3,469,840
8753,2,18,9,24.6,382,840
8764,16,10,9,12.1,395,840
8780,18,10,6,13.2,1057,1260
8804,18,14,3,17.1,943,1260
8813,20,15,8,18.2,524,840
8843,16,19,2,16.1,1024,1260
8859,15,3,7,11.9,666,1080
8903,14,19,9,4.4,927,1260
8960,11,10,8,20.9,481,840
9000,12,6,9,16,1031,1260
9023,14,20,5,12.3,1066,1260
9061,8,9,1,3.8,512,840
9084,11,15,9,12.9,1015,1260
9163,5,1,7,15.7,919,1260
9193,20,17,2,18.4,362,840
9440,10,17,6,16.2,765,1080
9454,16,7,1,20.2,762,1080
9462,11,4,2,16.2,363,840
9570,20,16,3,14.2,1014,1260
9597,1,14,1,19.6,579,840
9625,19,17,2,10.9,757,1080
9667,14,12,10,4.4,995,1260
9677,16,4,1,3.6,1000,1260
9701,1,3,1,17.8,459,840
9715,16,13,6,16.2,989,1260
9716,1,6,4,18,989,1260
9731,9,19,7,11.3,548,840
9772,11,2,8,19.8,699,1080
9896,3,18,2,6.2,484,840
9903,7,18,10,5.9,898,1260
9964,15,12,7,9.7,690,1080
9992,8,2,9,1.5,816,1080
9993,17,1,7,15.5,361,840
