k,o_k,d_k,w_k,q_k,e_k,l_k
8,3,18,5,25.5,648,1080
9,5,19,3,12,487,840
14,19,18,6,8.9,416,840
23,20,15,6,17.7,693,1080
24,17,20,8,9.1,1062,1260
26,8,20,1,13.2,560,840
27,14,17,10,17.2,686,1080
31,1,9,5,9.6,421,840
37,1,15,3,3.7,981,1260
53,17,12,6,18.4,988,1260
65,11,16,9,20.2,1044,1260
75,6,1,3,23.8,641,1080
82,5,10,10,5.4,518,840
93,16,15,5,14.4,648,1080
100,4,14,7,20,1043,1260
101,6,9,3,15.5,362,840
110,13,18,7,23.2,835,1080
119,9,8,3,14.8,864,1260
128,2,20,6,3,621,1080
133,14,1,4,17.3,493,840
146,18,14,6,3.5,1074,1260
147,11,7,7,19.1,392,840
150,18,20,4,16.5,984,1260
151,15,4,1,24.8,370,840
152,15,3,3,7,556,840
155,11,4,8,25.2,869,1260
171,9,14,8,12.8,474,840
177,16,18,5,11.6,632,1080
184,20,15,9,7.8,375,840
195,9,14,2,8.6,872,1260
200,7,16,7,15,688,1080
202,19,13,5,9.9,497,840
233,13,15,9,19.1,680,1080
246,13,4,5,23.1,1009,1260
251,15,19,6,16.7,894,1260
263,7,4,9,7.1,1025,1260
268,1,3,6,14.4,872,1260
278,17,11,8,4.6,738,1080
306,17,9,8,10.5,525,840
309,2,13,2,3.4,746,1080
316,12,15,7,23.4,658,1080
319,17,8,4,4.7,488,840
321,19,15,8,9.6,1032,1260
324,18,9,10,13.4,731,1080
331,15,9,8,25,1050,1260
333,4,11,5,7.5,777,1080
346,11,14,7,10.1,625,1080
366,14,10,2,1.7,717,1080
401,17,15,4,13.2,1078,1260
403,12,5,5,15.9,547,840
404,19,16,10,19.7,685,1080
412,8,6,5,10,865,1260
438,8,15,4,13.6,554,840
441,12,1,4,7.6,367,840
453,15,20,10,23.5,729,1080
477,11,17,6,17.1,478,840
479,3,2,2,24.4,1062,1260
498,13,3,9,14.4,538,840
505,3,7,6,8,995,1260
517,16,3,8,8.5,1008,1260
546,16,6,5,20.8,674,1080
562,7,17,5,20,377,840
563,20,5,7,24.4,690,1080
565,9,8,10,19,385,840
591,18,8,2,25.5,781,1080
592,12,3,6,2.4,1052,1260
594,4,10,6,14.9,508,840
604,12,3,10,14.4,677,1080
614,11,3,6,6,936,1260
622,19,13,3,9.9,813,1080
630,15,7,6,16.8,549,840
633,18,9,5,7.5,544,840
639,10,11,10,18.1,972,1260
645,16,17,7,10.3,879,1260
661,19,7,6,14,992,1260
668,15,11,9,24.7,991,1260
683,2,16,10,18.1,903,1260
689,6,19,7,18.3,646,1080
695,18,17,9,26,1011,1260
701,13,6,9,12.6,898,1260
717,7,4,5,24.3,560,840
742,17,16,7,13.1,464,840
744,4,1,2,23.9,969,1260
752,12,20,7,5.7,401,840
753,14,4,6,21,589,840
765,6,17,6,7.8,854,1260
781,13,6,3,22.2,715,1080
796,6,2,8,21.1,846,1260
803,1,14,2,24.8,734,1080
815,17,7,9,5.4,975,1260
818,13,1,1,20.9,1062,1260
831,19,12,6,25.4,778,1080
851,2,9,4,13.5,945,1260
