k,o_k,d_k,w_k,q_k,e_k,l_k
1,10,9,10,36.87,604,1080
2,8,1,10,24.98,899,1260
3,14,10,3,14.28,931,1260
4,11,9,4,31.1,840,1260
5,11,6,6,8.57,1029,1260
6,3,4,9,12.19,536,840
7,10,4,2,22.27,873,1260
8,3,6,5,32.37,648,1080
9,11,8,3,36.25,487,840
10,4,6,6,32.98,789,1080
11,14,9,2,29.49,686,1080
12,6,3,2,25.93,906,1260
13,7,6,7,40.15,396,840
14,4,1,6,9.68,416,840
15,6,8,6,26.11,504,840
16,15,6,8,18.59,869,1260
17,15,2,6,13.66,732,1080
18,10,7,7,12.81,622,1080
19,6,3,2,33.61,985,1260
20,8,10,7,19.43,994,1260
21,13,8,4,38.98,864,1260
22,4,3,1,37.42,406,840
23,14,3,6,14.63,693,1080
24,3,8,8,21.6,1062,1260
25,3,5,3,37.22,1071,1260
26,10,4,1,39.59,560,840
27,3,6,10,17.27,686,1080
28,2,5,3,6.93,393,840
29,4,9,3,11.55,405,840
30,9,5,3,35.61,688,1080
31,4,5,5,29.94,421,840
32,15,10,7,9.03,449,840
33,12,5,4,6.99,701,1080
34,14,8,3,40.25,994,1260
35,2,5,7,27.55,520,840
36,2,8,1,19.92,505,840
37,10,2,3,41.48,981,1260
38,14,1,5,27.37,653,1080
39,15,2,3,25.15,970,1260
40,8,3,4,34.76,746,1080
41,11,5,3,8.96,550,840
42,8,10,9,11.48,540,840
43,13,10,5,5.43,543,840
44,1,7,7,25.92,559,840
45,5,10,2,24.93,1009,1260
46,8,10,9,22.54,530,840
47,13,5,8,15.77,769,1080
48,9,4,7,39.29,885,1260
49,12,6,4,34.98,942,1260
50,6,5,4,11.95,849,1260
51,12,4,9,11.87,966,1260
52,15,2,8,17.96,1039,1260
53,8,4,6,7.71,988,1260
54,7,6,7,24.03,683,1080
55,11,7,2,38.08,584,840
56,2,1,2,6.29,823,1080
57,13,4,7,33.36,617,1080
58,8,9,9,15.41,493,840
59,10,2,10,23.81,523,840
60,1,2,7,33.62,1022,1260
61,5,2,6,36.7,957,1260
62,12,3,9,34.74,904,1260
63,14,6,2,18.14,981,1260
64,12,7,2,8.16,845,1260
65,14,6,9,15.25,1044,1260
66,6,4,1,29.22,863,1260
67,4,7,7,35.73,1035,1260
68,3,10,6,9.91,428,840
69,11,9,10,13.5,859,1260
70,9,6,4,41.57,612,1080
71,1,8,1,20.07,904,1260
72,3,4,2,4.34,433,840
73,15,8,1,7.41,918,1260
74,13,3,8,39.41,753,1080
75,1,2,3,13.71,641,1080
76,15,2,5,21.66,801,1080
77,10,9,2,30.81,378,840
78,10,5,6,22.73,510,840
79,15,6,1,14.18,522,840
80,5,2,9,26.28,363,840
81,10,6,3,38.88,937,1260
82,5,6,10,18.52,518,840
83,14,8,4,40.59,799,1080
84,13,8,9,24.29,803,1080
85,12,2,8,21.07,372,840
86,9,2,3,13.47,364,840
87,3,2,8,36.05,583,840
88,15,6,2,18.52,558,840
89,3,10,9,38.13,919,1260
90,12,2,4,29.08,749,1080
91,9,1,8,24.35,927,1260
92,15,5,10,14.74,512,840
93,14,9,5,4.15,648,1080
94,14,6,3,21.93,682,1080
95,1,4,2,17.9,1058,1260
96,6,2,10,19.26,984,1260
97,1,6,1,33.08,698,1080
98,3,5,10,39.19,417,840
99,8,2,3,38.21,494,840
100,7,5,7,18.23,1043,1260
101,3,4,3,34.74,362,840
102,10,4,1,30.3,429,840
103,13,9,9,14.04,886,1260
104,11,9,5,7.06,740,1080
105,12,3,10,15.57,733,1080
106,6,8,10,12.73,558,840
107,15,9,3,32.94,744,1080
108,6,10,7,37.3,995,1260
109,2,10,5,8.87,866,1260
110,14,8,7,35.24,835,1080
111,7,8,3,26.01,763,1080
112,4,9,7,30.31,511,840
113,4,8,9,17.16,532,840
114,15,10,8,25.18,593,840
115,2,1,9,5.72,673,1080
116,12,1,10,11.05,828,1080
117,5,4,10,25.96,863,1260
118,9,7,1,25.77,426,840
119,1,8,3,16.96,864,1260
120,7,4,7,29.77,560,840
121,13,4,5,27.06,836,1080
122,6,9,8,5.08,368,840
123,10,8,1,7.16,451,840
124,5,7,8,18.2,685,1080
125,15,5,7,32.13,416,840
126,15,7,8,30.39,456,840
127,13,5,5,34.38,1040,1260
128,9,8,6,13.44,621,1080
129,3,6,3,36.55,367,840
130,2,3,10,4.46,437,840
131,5,1,1,14.2,636,1080
132,15,1,8,9.12,1043,1260
133,3,5,4,19.55,493,840
134,9,2,5,24.38,1052,1260
135,3,8,6,40.54,909,1260
136,13,2,4,16.02,663,1080
137,15,10,2,13.44,1053,1260
138,14,6,9,5.71,670,1080
139,5,9,1,30.3,1032,1260
140,13,9,8,10.73,523,840
141,15,4,6,19.41,808,1080
142,12,7,10,15.03,474,840
143,4,7,3,10.36,956,1260
144,12,6,7,24.58,795,1080
145,14,2,4,8.46,1007,1260
146,5,2,6,29.05,1074,1260
147,3,10,7,10.12,392,840
148,11,9,6,29.62,620,1080
149,1,2,5,4.96,689,1080
150,3,5,4,33.52,984,1260
151,7,4,1,35.76,370,840
152,1,5,3,20.71,556,840
153,11,8,1,23.23,965,1260
154,9,3,9,24.4,576,840
155,8,2,8,13.44,869,1260
156,4,3,3,30.89,733,1080
157,9,2,1,27.14,688,1080
158,1,8,4,14.73,374,840
159,10,5,9,38.86,611,1080
160,13,5,6,41.01,867,1260
161,4,6,7,35.81,873,1260
162,11,8,1,9.4,848,1260
163,4,6,3,13.78,557,840
164,15,9,9,39.26,894,1260
165,12,4,7,26.36,1018,1260
166,8,4,5,16.23,984,1260
167,6,4,6,40.09,750,1080
168,13,1,9,39.96,903,1260
169,9,1,7,31.31,1025,1260
170,1,3,7,32.55,1075,1260
171,10,5,8,36.26,474,840
172,1,3,7,31.68,932,1260
173,7,2,8,10.96,533,840
174,13,9,8,40.49,475,840
175,14,5,7,7.63,993,1260
176,13,7,3,17.23,434,840
177,2,4,5,9,632,1080
178,12,3,3,34.03,374,840
179,1,2,6,10.23,653,1080
180,9,4,2,30.4,626,1080
181,15,5,2,25.37,1046,1260
182,5,9,6,31.83,552,840
183,10,8,2,29.17,465,840
184,10,2,9,29.68,375,840
185,7,4,1,26.87,523,840
186,12,6,1,19.25,1061,1260
187,4,5,7,40.73,632,1080
188,4,5,1,10.34,1061,1260
189,8,4,4,12.92,630,1080
190,11,1,4,26.15,727,1080
191,7,10,7,33.42,855,1260
192,13,7,6,23.07,824,1080
193,15,2,4,5.54,555,840
194,4,3,4,42.41,569,840
195,13,10,2,29.82,872,1260
196,4,3,7,23.19,625,1080
197,2,8,7,25.09,778,1080
198,8,6,5,22.93,797,1080
199,12,4,7,41.71,623,1080
200,12,4,7,21.93,688,1080
201,7,2,7,33.75,729,1080
202,3,4,5,27.47,497,840
203,13,10,3,6.05,831,1080
204,9,4,3,4.39,748,1080
205,8,3,10,21.27,564,840
206,1,10,8,11.68,780,1080
207,7,6,1,23.05,647,1080
208,10,4,2,9.59,636,1080
209,12,7,9,39.68,576,840
210,2,1,1,25.09,1009,1260
211,4,3,7,34,1036,1260
212,15,7,4,25.16,952,1260
213,11,1,8,30.84,849,1260
214,11,1,1,31.97,773,1080
215,9,3,5,37.33,602,1080
216,5,2,10,16.63,729,1080
217,11,2,6,25.32,588,840
218,12,6,10,30.15,608,1080
219,1,2,5,30.53,393,840
220,5,4,6,14.59,778,1080
221,4,5,3,15.86,497,840
222,10,6,5,29.28,977,1260
223,3,5,9,39.22,984,1260
224,12,4,6,9.62,450,840
225,13,10,4,8.48,439,840
226,5,6,9,37.46,1000,1260
227,1,6,8,7.53,844,1260
228,3,8,5,7.1,688,1080
229,14,7,3,33.95,682,1080
230,15,4,4,28.84,650,1080
231,14,9,7,15.23,565,840
232,13,4,8,27.31,476,840
233,3,10,9,15.94,680,1080
234,15,9,7,18.09,718,1080
235,13,4,7,25.98,852,1260
236,1,4,2,32.4,892,1260
237,15,8,3,40.69,860,1260
238,15,9,3,40.76,691,1080
239,12,10,4,32.89,893,1260
240,2,8,7,16.52,703,1080
241,13,9,1,5.71,558,840
242,13,4,7,36.3,929,1260
243,14,6,10,41.57,824,1080
244,5,8,7,35.33,849,1260
245,1,4,9,40.89,1017,1260
246,2,5,5,41.39,1009,1260
247,12,1,10,7.96,370,840
248,5,3,9,4.13,699,1080
249,12,6,3,26.24,732,1080
250,12,3,8,10.65,629,1080
251,13,8,6,38.57,894,1260
252,7,9,4,9.46,705,1080
253,2,5,4,5.57,891,1260
254,8,5,3,21.16,784,1080
255,15,6,4,30.59,638,1080
256,4,1,2,30.54,578,840
257,9,4,6,4.17,392,840
258,3,7,5,4.6,489,840
259,4,6,5,16.81,408,840
260,10,2,6,39.38,679,1080
261,11,7,7,25.63,1005,1260
262,3,9,1,33.55,652,1080
263,9,8,9,41.57,1025,1260
264,3,4,1,9.62,483,840
265,8,5,10,14.82,588,840
266,7,9,10,31.82,720,1080
267,14,6,2,23.6,408,840
268,12,2,6,31.64,872,1260
269,3,10,9,41.82,737,1080
270,14,2,5,6.78,949,1260
271,5,7,8,4.07,480,840
272,15,9,5,30.11,594,840
273,8,6,10,32.15,585,840
274,15,6,4,10.35,776,1080
275,15,4,3,27.92,859,1260
276,5,7,6,19.71,688,1080
277,8,5,3,4.73,438,840
278,4,3,8,23.91,738,1080
279,14,3,10,36.08,989,1260
280,6,3,8,37.48,746,1080
281,9,8,3,28.85,1053,1260
282,2,8,3,38.85,679,1080
283,4,9,7,26.85,733,1080
284,7,6,4,23.61,910,1260
285,9,7,3,18.63,813,1080
286,15,6,7,18.69,789,1080
287,8,7,3,36.53,737,1080
288,8,5,10,9.55,620,1080
289,10,3,1,22.32,666,1080
290,14,9,6,23.36,870,1260
291,6,10,9,15.81,1039,1260
292,5,6,5,34.06,678,1080
293,13,4,10,38.31,664,1080
294,8,1,8,32.45,455,840
295,7,2,9,29.69,584,840
296,6,10,6,4.42,793,1080
297,15,9,2,12.39,792,1080
298,6,9,6,11.41,725,1080
299,12,9,2,32.61,768,1080
300,5,4,3,17.4,378,840
301,2,3,10,9.69,474,840
302,10,1,7,19.77,583,840
303,9,8,1,25.11,675,1080
304,11,10,4,35.32,700,1080
305,8,10,1,12.7,830,1080
306,11,8,8,35.97,525,840
307,6,9,3,8.64,1023,1260
308,10,6,7,33.61,468,840
309,10,1,2,27.45,746,1080
310,2,8,10,26.26,536,840
311,10,1,10,12.01,872,1260
312,15,1,8,8.92,799,1080
313,15,2,9,25.08,724,1080
314,10,6,7,20.61,995,1260
315,6,1,4,5.48,581,840
316,7,3,7,18.2,658,1080
317,14,9,5,9.68,713,1080
318,13,7,6,4.63,854,1260
319,3,7,4,5.11,488,840
320,9,8,1,29.34,499,840
321,15,1,8,32.71,1032,1260
322,10,3,6,24.36,488,840
323,1,7,10,38.11,479,840
324,12,5,10,33.22,731,1080
325,4,9,3,23.61,834,1080
326,3,2,7,7,1025,1260
327,12,2,1,24.73,878,1260
328,11,5,10,6.91,1029,1260
329,15,7,2,16.49,828,1080
330,2,3,3,27.66,873,1260
331,2,9,8,31.14,1050,1260
332,13,6,8,22.43,562,840
333,7,4,5,10.38,777,1080
334,1,6,4,23.61,929,1260
335,13,2,3,35.81,625,1080
336,14,10,6,28.14,668,1080
337,15,2,4,18.47,869,1260
338,11,9,9,4.22,810,1080
339,14,10,3,10.88,1069,1260
340,8,2,1,17.36,1039,1260
341,10,4,6,33.56,1070,1260
342,3,10,8,6.92,385,840
343,14,8,8,27.7,949,1260
344,1,8,5,38.77,700,1080
345,13,5,4,11.35,1077,1260
346,12,9,7,9.32,625,1080
347,7,2,6,20.91,772,1080
348,9,7,3,8.28,897,1260
349,4,5,2,14.82,505,840
350,10,4,7,26.09,667,1080
351,5,1,10,29.81,657,1080
352,11,2,2,31.23,630,1080
353,8,5,3,9.27,530,840
354,1,7,2,5.21,831,1080
355,12,10,2,37.19,540,840
356,12,5,10,38.55,755,1080
357,5,2,9,17.84,449,840
358,15,1,5,14.42,722,1080
359,9,1,2,31.22,654,1080
360,3,5,4,10.8,384,840
361,8,5,3,20.41,525,840
362,13,2,7,32.02,685,1080
363,7,10,8,29.74,501,840
364,6,4,5,39.3,832,1080
365,3,8,8,10.76,529,840
366,12,5,2,5.48,717,1080
367,11,10,7,15.34,371,840
368,1,4,3,25.72,384,840
369,9,7,7,29.7,1015,1260
370,9,4,10,32.44,593,840
371,3,8,8,13.5,1063,1260
372,1,7,8,18.85,1065,1260
373,2,6,2,25.71,810,1080
374,11,4,2,28.25,443,840
375,14,6,1,29.8,603,1080
376,15,4,2,31.92,595,840
377,7,6,8,35.25,646,1080
378,13,9,2,36.06,835,1080
379,2,4,2,28.17,1042,1260
380,12,10,6,12.94,997,1260
381,11,9,8,31.13,534,840
382,14,6,2,18.68,752,1080
383,2,3,9,25.67,885,1260
384,7,2,6,10.38,788,1080
385,11,6,10,7.08,550,840
386,2,4,1,7.51,582,840
387,10,6,3,15.05,464,840
388,1,10,10,38.08,1066,1260
389,14,7,2,23.19,628,1080
390,14,5,9,20.51,418,840
391,11,6,4,4.16,1043,1260
392,12,6,2,5.64,482,840
393,8,1,9,25.8,649,1080
394,14,6,2,25.84,544,840
395,10,4,9,40.47,971,1260
396,4,5,7,42.51,636,1080
397,12,5,5,20.79,934,1260
398,15,5,1,31.91,1057,1260
399,12,6,3,10.16,785,1080
400,14,6,4,28.98,927,1260
401,15,7,4,12.23,1078,1260
402,11,8,3,18.9,773,1080
403,2,5,5,36.81,547,840
404,14,3,10,35.21,685,1080
405,1,6,7,33.27,458,840
406,3,4,3,29.23,670,1080
407,8,9,3,35.38,677,1080
408,12,9,8,12.32,906,1260
409,7,10,7,22.99,775,1080
410,9,3,10,15.91,1002,1260
411,4,1,6,15.35,370,840
412,8,9,5,19.34,865,1260
413,15,7,5,33.32,844,1260
414,12,4,6,36.5,1005,1260
415,8,10,9,14.27,621,1080
416,6,2,8,25.74,952,1260
417,13,10,7,13.63,918,1260
418,10,1,10,15.53,419,840
419,12,7,6,10.95,725,1080
420,7,8,9,41.29,526,840
421,10,8,4,33.42,637,1080
422,12,5,1,23.23,935,1260
423,3,9,7,34.07,528,840
424,6,4,9,25.42,582,840
425,5,10,9,40.27,719,1080
426,8,6,4,26.28,692,1080
427,2,5,1,11.13,1041,1260
428,13,2,9,6.07,473,840
429,6,10,10,25.55,926,1260
430,13,5,8,29.51,532,840
431,9,7,4,27.15,362,840
432,15,4,9,24.4,998,1260
433,9,5,4,21.4,719,1080
434,1,4,5,28.57,762,1080
435,8,4,7,41.69,795,1080
436,1,2,6,5.69,859,1260
437,11,9,9,5.27,1053,1260
438,13,2,4,22.12,554,840
439,8,3,4,31.98,736,1080
440,15,9,9,37.47,446,840
441,13,6,4,29.27,367,840
442,12,1,5,6.9,863,1260
443,11,2,4,38.41,596,840
444,1,4,7,35.33,380,840
445,5,9,3,10.43,550,840
446,10,6,4,7.86,1061,1260
447,15,7,3,27.72,641,1080
448,9,5,4,24.46,650,1080
449,6,1,1,28.72,618,1080
450,9,6,3,8.38,1079,1260
451,8,10,10,17.49,398,840
452,3,10,1,17.69,517,840
453,10,8,10,5.9,729,1080
454,15,10,9,14.72,386,840
455,3,7,7,26.55,436,840
456,12,6,5,19.98,475,840
457,4,2,5,6.36,798,1080
458,12,9,7,19.14,473,840
459,14,1,7,17.29,652,1080
460,3,9,4,32.1,855,1260
461,15,7,6,9.32,835,1080
462,11,8,3,16.48,406,840
463,3,10,6,38.6,468,840
464,10,6,1,14.36,817,1080
465,3,10,2,20.79,536,840
466,4,5,8,33.35,393,840
467,15,9,7,14.82,1050,1260
468,4,1,3,39.76,655,1080
469,10,3,8,6.88,580,840
470,14,6,7,35.38,364,840
471,6,10,5,4.23,465,840
472,8,4,6,27.49,441,840
473,12,6,1,12.83,373,840
474,9,1,6,32.86,650,1080
475,2,7,1,4.21,649,1080
476,6,7,5,15.03,544,840
477,8,4,6,27.31,478,840
478,10,1,3,30.14,710,1080
479,6,3,2,35.55,1062,1260
480,7,2,4,36.06,1058,1260
481,5,1,6,21.69,763,1080
482,10,7,5,4.29,982,1260
483,2,7,6,4.1,712,1080
484,4,10,9,10.95,997,1260
485,4,5,3,32.92,932,1260
486,13,3,1,33.78,893,1260
487,12,1,4,6.65,602,1080
488,3,5,6,25.64,439,840
489,13,6,8,17.59,565,840
490,10,4,8,39.85,904,1260
491,8,4,6,31.98,597,840
492,8,1,6,17.28,452,840
493,12,6,3,14.15,890,1260
494,11,3,4,16.91,534,840
495,4,10,5,25.61,906,1260
496,12,6,3,19.61,866,1260
497,8,1,6,33.14,724,1080
498,14,2,9,38.95,538,840
499,7,2,9,25.6,623,1080
500,15,6,10,37.68,944,1260
501,12,9,1,20.95,499,840
502,2,7,9,25.87,704,1080
503,6,7,9,39.22,435,840
504,2,6,3,31.76,761,1080
505,15,8,6,41.26,995,1260
506,8,9,10,30.19,549,840
507,7,5,8,40.62,716,1080
508,3,7,3,23.49,518,840
509,7,9,7,10.13,930,1260
510,11,7,1,18.42,428,840
511,13,10,7,40.97,577,840
512,14,4,6,27.26,827,1080
513,9,1,3,40.22,604,1080
514,5,2,10,5.55,451,840
515,5,4,5,25.97,894,1260
516,6,4,6,33.65,824,1080
517,3,5,8,6.16,1008,1260
518,11,8,1,31.99,1020,1260
519,2,9,8,14.25,622,1080
520,5,4,2,15.19,701,1080
521,11,1,1,40.92,808,1080
522,7,2,4,33.03,760,1080
523,9,2,10,11.3,568,840
524,12,4,10,4.59,613,1080
525,4,3,8,36.23,973,1260
526,3,6,10,39.95,755,1080
527,13,2,1,29.11,979,1260
528,1,3,3,27.03,388,840
529,4,5,7,9.05,586,840
530,12,7,2,14.58,743,1080
531,6,1,9,6.66,1024,1260
532,15,2,6,27.3,857,1260
533,8,9,3,4.79,913,1260
534,7,3,1,16.31,407,840
535,12,9,7,18.89,838,1080
536,12,8,5,24.02,549,840
537,8,7,7,22.61,836,1080
538,1,5,1,30.98,907,1260
539,4,5,4,41.67,580,840
540,5,2,10,39.73,996,1260
541,12,1,6,9.14,974,1260
542,14,10,3,18.94,1035,1260
543,15,6,9,40.89,1073,1260
544,1,8,4,5.76,629,1080
545,15,1,10,25.14,851,1260
546,15,2,5,19.2,674,1080
547,13,1,8,22.1,757,1080
548,14,5,2,22.57,827,1080
549,8,3,10,25.76,452,840
550,9,8,6,39.71,906,1260
551,3,9,4,9.77,1027,1260
552,6,9,6,13.02,977,1260
553,6,4,4,39.07,1058,1260
554,4,7,5,18.76,858,1260
555,2,3,8,17.36,787,1080
556,11,4,4,36.85,391,840
557,15,9,6,15.61,716,1080
558,8,6,5,23.42,733,1080
559,9,2,6,5.48,861,1260
560,14,8,2,19.31,396,840
561,5,8,3,14.92,768,1080
562,1,8,5,31.04,377,840
563,9,4,7,27.77,690,1080
564,13,2,7,20.71,752,1080
565,9,3,10,29.67,385,840
566,2,7,3,29.19,942,1260
567,7,10,8,19.42,590,840
568,15,6,5,34.49,733,1080
569,6,10,1,40.68,1014,1260
570,14,8,7,31.88,718,1080
571,15,7,5,40.34,1019,1260
572,1,2,2,15.54,964,1260
573,10,1,2,5.13,561,840
574,12,7,9,14.05,513,840
575,14,6,3,35.9,620,1080
576,2,6,3,24.81,1050,1260
577,10,9,8,41.1,963,1260
578,6,3,8,13.14,943,1260
579,2,6,7,24.28,735,1080
580,4,10,8,5.18,394,840
581,2,5,9,6.58,1060,1260
582,5,8,9,25.73,1065,1260
583,2,4,8,9.66,931,1260
584,4,9,10,32.62,637,1080
585,1,9,8,17.72,946,1260
586,10,7,3,39.99,564,840
587,5,9,1,27.09,898,1260
588,9,10,2,27.19,903,1260
589,5,1,8,27.21,979,1260
590,7,5,8,16.84,827,1080
591,7,1,2,10.65,781,1080
592,11,3,6,21.5,1052,1260
